5.27E-1 0.61 -0.89 -3.56 1e3 3e4
10.90 0.24 0.26 -11.94 1e3 3e4
1.18 0.20 0.77 -7.09 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
1.65E-1 6.80E-3 6.44E-2 -9.70 1e3 3e4
14.20 0.34 -0.41 -1.19 1e3 3e4
4.43E-1 0.91 10.76 -7.49 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
1.26 7.72E-2 -0.41 -7.31 1e3 1e5
3.42 0.51 -2.06 -8.99 1e3 1e5
14.60 3.57E-2 -0.92 -0.37 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
5.30 0.24 -0.91 -0.47 1e3 3e4
3.26 0.87 2.85 -9.23 1e3 3e4
1.03 0.58 -0.89 -0.66 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
1.05 1.28 6.54 -1.81 1e3 1e5
9.73 0.35 0.90 -5.33 1e3 3e4
6.14 0.25 -0.91 -0.42 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
1.47E-3 3.51 23.91 -0.93 1e3 3e4
9.26 0.37 0.40 -10.73 1e3 3e4
11.59 0.20 0.80 -6.62 1e3 3e4
0.0 0.0 0.0 0.0 0.0 0.0
1.00E-5 0.0 0.0 0.0 1e3 3e4
6.96E-4 4.24 26.06 -1.24 1e3 3e4
1.33E-2 1.56 -0.92 -1.20 1e3 3e4
