1.239611717487306486e-14 5.522215861713059363e-16
1.559277708143879222e-14 6.724760784657760286e-16
1.957549177113745478e-14 8.189615634881593300e-16
2.451722668656925814e-14 9.971469298147127473e-16
3.062890171571437752e-14 1.213450979777675378e-15
3.814953584961417150e-14 1.475081290022704860e-15
4.734320639750073746e-14 1.790297641597883471e-15
5.851593941500138774e-14 2.168592157463340458e-15
7.197486059442952864e-14 2.619581458344117844e-15
8.810237935170736691e-14 3.153697046027617240e-15
1.072963451720569149e-13 3.780912201321572104e-15
1.299816792121137411e-13 4.510187017370154455e-15
1.564298763478880055e-13 5.347120164552990363e-15
1.868901731923865769e-13 6.293047210893517978e-15
2.214122985262962552e-13 7.340521718604086269e-15
2.597977726104917411e-13 8.470099383599649846e-15
3.014817541462050503e-13 9.643699954235391149e-15
3.454370294037099951e-13 1.079828261086843837e-14
3.900576473297216509e-13 1.183482805391568487e-14
4.330324947981262888e-13 1.261298175734106758e-14
4.726848683814591745e-13 1.311576070846439688e-14
5.078774047989777529e-13 1.333590420532782185e-14
5.363205704385287785e-13 1.321780837283508840e-14
5.563094758515264800e-13 1.271811342026565411e-14
5.663164785662562673e-13 1.182525738576620449e-14
5.656090142189307757e-13 1.055942341367688629e-14
5.547038734304165730e-13 8.971951779750026399e-15
5.348617848462519490e-13 7.157540178531392553e-15
5.079184432875025703e-13 5.255145433998169766e-15
4.756923269534970732e-13 3.474677318870774388e-15
4.408618237875683424e-13 2.061297680740155658e-15
4.058171809318417896e-13 1.125592556881166375e-15
3.722619518131936210e-13 5.864146034968187969e-16
3.414784451043445590e-13 2.989790755236697790e-16
3.142619474621117647e-13 1.508389336718035429e-16
2.908358326159949942e-13 7.533623236978366261e-17
2.706478572032809621e-13 3.717949751876945274e-17
2.531647755801169840e-13 1.809920089161157575e-17
2.369609154676190995e-13 8.504336176782277122e-18
2.134902749796806488e-13 3.210562612789208596e-18
1.834248283505065049e-13 1.161778343308588587e-18
1.537549583548224455e-13 4.384634269637511633e-19
1.252523102131664200e-13 1.717877166272916050e-19
9.899607438798738485e-14 6.948550503157841493e-20
7.597702500050003136e-14 2.890945238204461978e-20
5.675946241628237139e-14 1.244268389984954380e-20
4.140755517649224989e-14 5.620563264272461911e-21
2.958139093362530720e-14 2.717849965588423318e-21
2.076640368643171874e-14 1.426637958552224121e-21
1.437205620460577561e-14 8.114018230255061170e-22
9.838613591913255205e-15 4.946633742676715260e-22
6.687280059387612860e-15 3.222128872897956477e-22
4.544224005218339718e-15 2.094797905355873880e-22
3.251974279319900023e-15 1.410815089372162292e-22
2.028568506015117670e-15 9.727655099061520749e-23
1.243612260025162981e-15 6.732017297476578419e-23
7.547513009416651854e-16 4.673667231989540947e-23
4.538370377936748064e-16 3.253001506788562152e-23
2.680853738168628430e-16 1.894661939828958237e-23
0.000000000000000000e+00 0.000000000000000000e+00
