1.419064599144234040e-12 8.382757078914784854e-15 1.210527312225468182e-15 6.606982078884178483e-16 2.077540227470378214e-16 8.098670803629427904e-17 2.160441405459490869e-16 1.299178441692990142e-16 7.473880309202703279e-17 4.300237606924740072e-17 2.502159853426615882e-17 1.474534012671941738e-17 8.274182828131876897e-18 3.504814033548396285e-18 1.117535706734475394e-18 4.793687023895341721e-19
1.799249083304725030e-12 1.051655058819779989e-14 1.488003794868529652e-15 8.046066806598350909e-16 2.513820576936209579e-16 9.795197254301463416e-17 2.587946893895638064e-16 1.536962980294683169e-16 8.757751779837185955e-17 5.010567572069889003e-17 2.910172722580377400e-17 1.713551792142973725e-17 9.607867959334597576e-18 4.068672925538502273e-18 1.294265293676644049e-18 5.550036537971390217e-19
2.308728939558101893e-12 1.316341648849297222e-14 1.828858957213864857e-15 9.796764306662052892e-16 3.039244107264682308e-16 1.183171501803493685e-16 3.103089768594632803e-16 1.821543756447123646e-16 1.025993153725824748e-16 5.828703735651030337e-17 3.375911180846097423e-17 1.985746028405058993e-17 1.112348561125280187e-17 4.708549068061607711e-18 1.493537993126518695e-18 6.402794559452467956e-19
2.976212495324839122e-12 1.643990360038946587e-14 2.246712874418992556e-15 1.192276257881633356e-15 3.670814290396642321e-16 1.427064890635678679e-16 3.721468800467383937e-16 2.162254220383742532e-16 1.202341285855881536e-16 6.771561178268164958e-17 3.905945431050419280e-17 2.293998799579488385e-17 1.283312371601474618e-17 5.429104110956473576e-18 1.715994367911509501e-18 7.354777973823689943e-19
3.838273638661591439e-12 2.047146273792065283e-14 2.757697598422532855e-15 1.449950068949296449e-15 4.428546397601785347e-16 1.718429879051707714e-16 4.461722512208057363e-16 2.569476964933215182e-16 1.409992995965764111e-16 7.852045422018572338e-17 4.505654771948025038e-17 2.639790048852931002e-17 1.474256154002044210e-17 6.232337892132076071e-18 1.961476595129484433e-18 8.404793197035881878e-19
4.939475778664468938e-12 2.540713768774673729e-14 3.380596534195286522e-15 1.761203991547946230e-15 5.334795660968209836e-16 2.065364844628643545e-16 5.343887123880512966e-16 3.054397627959880394e-16 1.654716325487492439e-16 9.090522351389603057e-17 5.182748528161197153e-17 3.025856140936180143e-17 1.686206821961694934e-17 7.122798240453219231e-18 2.229203183263820727e-18 9.549897282054224775e-19
6.332702537852203364e-12 3.139778544635363579e-14 4.136499295335875076e-15 2.135700153759408099e-15 6.414339146488095155e-16 2.477153444378468327e-16 6.391617966842518441e-16 3.630375009615223279e-16 1.944363674071074853e-16 1.051925691206949916e-16 5.948679200626887503e-17 3.456271403950726147e-17 1.920221301758856831e-17 8.102405759075948724e-18 2.518669878050259537e-18 1.078778114328302270e-18
8.082127815115352402e-12 3.863572917683458096e-14 5.049809022379703926e-15 2.584588068417808513e-15 7.697125323497140848e-16 2.964008961254248417e-16 7.630366029992005390e-16 4.311599212596144428e-16 2.285981358128867957e-16 1.217724756988774180e-16 6.814173798404957914e-17 3.934826502803942508e-17 2.176616829320806215e-17 9.171432242214240641e-18 2.828278249886755733e-18 1.211164829004372305e-18
1.025898282341767174e-11 4.733192803191550605e-14 6.146314223303713487e-15 3.119132764259590297e-15 9.210755701566168737e-16 3.535632923131702449e-16 9.085326154254681021e-16 5.112735808337674724e-16 2.687454672632144815e-16 1.410976715387343231e-16 7.795709983415175011e-17 4.467129202613152108e-17 2.455889799291297586e-17 1.033116582178624562e-17 3.155378106779003160e-18 1.351045676170775181e-18
1.294483778264111275e-11 5.776364396449070596e-14 7.453631276509006658e-15 3.751720225097104942e-15 1.098803019903770680e-15 4.203770463138858301e-16 1.078456129494714950e-15 6.049344661064034868e-16 3.156686258070659521e-16 1.636564701954091050e-16 8.917696071388047158e-17 5.059576297374581045e-17 2.759077084460788922e-17 1.157795587822039995e-17 3.496031216653414602e-18 1.496772410281778377e-18
