3.247308068230845836e-13 1.030779157542709395e-14 9.473360022495666954e-16 2.707912987396586954e-16 2.692152269503347296e-17 8.572171210752711166e-18
4.082849463618776933e-13 1.295373020233576027e-14 1.157756599787380217e-15 3.281583283430328188e-16 3.151221428057245743e-17 9.974588851336463070e-18
5.199316239919845142e-13 1.624882020439068107e-14 1.414888474398811747e-15 3.975246448469758747e-16 3.686886321098112710e-17 1.157829605183345381e-17
6.654630399665000251e-13 2.033641720177490523e-14 1.728505714993972846e-15 4.812808531458590079e-16 4.313243535644534866e-17 1.341122011683018855e-17
8.529805311915631735e-13 2.538956220156837177e-14 2.110226476378424602e-15 5.822129245794861713e-16 5.046857245344421043e-17 1.549411388191790783e-17
1.092016609071159544e-12 3.160552214188034037e-14 2.573197838118358164e-15 7.034782013993256234e-16 5.909965817977139048e-17 1.785919090897053700e-17
1.393925662728390322e-12 3.920228078646882581e-14 3.132515173711742366e-15 8.486126522119914330e-16 6.929903530409571072e-17 2.055126391158228655e-17
1.772566510300786856e-12 4.843332936485634309e-14 3.805385316007713156e-15 1.021783381654275626e-15 8.134511817593282594e-17 2.361834689798005527e-17
2.243253569233953164e-12 5.955434178881476348e-14 4.609731452823895440e-15 1.227022916385851941e-15 9.552188412659807003e-17 2.713458314301632621e-17
2.824383203742073767e-12 7.288534039481742239e-14 5.564930503722403667e-15 1.468817093907090608e-15 1.121164563213918208e-16 3.121042050266929727e-17
3.536051652154871943e-12 8.874633498325065052e-14 6.689814736802427725e-15 1.751306804078096359e-15 1.314184456827935103e-16 3.594699622895871514e-17
4.400683213286642726e-12 1.074810696021158352e-13 8.001265017578287009e-15 2.078150683475528204e-15 1.536529104070824362e-16 4.143427731330308382e-17
5.442039337291388245e-12 1.293131094423683264e-13 9.510865112019418401e-15 2.451703134802201617e-15 1.789825197499777751e-16 4.772267152603237324e-17
6.684630809824685880e-12 1.544471705529990225e-13 1.122186565640467990e-14 2.872182076530694344e-15 2.074765368931515941e-16 5.483516990123870844e-17
8.151912477519141762e-12 1.829235643908783890e-13 1.312255162414267456e-14 3.336424423028322119e-15 2.390643017059157981e-16 6.276637793231046247e-17
9.864777516133082340e-12 2.145759685825960932e-13 1.517874616112454634e-14 3.836143810508026576e-15 2.734547805462102622e-16 7.145915120504874485e-17
1.183612172954694967e-11 2.489373813929302368e-13 1.732672162473579131e-14 4.355740711021458835e-15 3.100473260594612166e-16 8.077695770559446608e-17
1.406682111077045528e-11 2.851538011594730840e-13 1.947301304432544890e-14 4.868923629584759771e-15 3.480198681765127227e-16 9.048104425556588191e-17
1.653947908906591793e-11 3.218925096083804364e-13 2.147568317128181984e-14 5.337573345184053737e-15 3.859225045512173861e-16 1.002573276353919029e-16
1.920203725913494371e-11 3.572329638352526023e-13 2.311416807220877050e-14 5.703077085342655248e-15 4.222116943574831485e-16 1.096756665377483976e-16
2.200528617934373587e-11 3.897667772859167737e-13 2.430807473911493171e-14 5.941045552325892268e-15 4.549064374100636256e-16 1.182143021956412333e-16
2.499279923428794445e-11 4.185503427536994893e-13 2.502433618045111069e-14 6.050381104948003923e-15 4.819418559501624096e-16 1.253625315414422136e-16
2.852262430814282891e-11 4.416918590587389959e-13 2.514107697651449938e-14 6.005822074268964037e-15 5.011505996045218009e-16 1.305413691631660936e-16
3.319508163260358564e-11 4.577675075887166477e-13 2.455458840713787615e-14 5.785975511060268714e-15 5.105091234101485128e-16 1.332211053909840392e-16
3.869509372491829995e-11 4.655222740772297619e-13 2.321618104336985041e-14 5.388427952782317394e-15 5.087482206784246764e-16 1.331133758083106074e-16
4.398264010754761772e-11 4.643624261815718065e-13 2.113833935824777069e-14 4.820141865225612568e-15 4.949641718066997312e-16 1.299472515584487784e-16
4.879393617133159152e-11 4.547298251969853303e-13 1.841045879367999984e-14 4.110820214962398127e-15 4.694605251263192557e-16 1.237989934877806322e-16
5.285966931036245855e-11 4.377210541148440129e-13 1.522281690632710434e-14 3.305211176749037259e-15 4.331721328709293561e-16 1.149394366445353001e-16
5.595363592106825781e-11 4.148904502212804261e-13 1.185028568427813342e-14 2.466909898871026551e-15 3.879743619630657936e-16 1.038470579401080146e-16
5.798866271936264879e-11 3.878378053815151729e-13 8.643121377724393126e-15 1.680625959467600333e-15 3.363386842766913638e-16 9.111757475468646473e-17
5.894773955112679725e-11 3.588460452751074577e-13 5.988747735847498268e-15 1.038363847941338560e-15 2.813591022120036116e-16 7.747228368838722708e-17
5.888877882310667885e-11 3.299279813277423908e-13 4.095723785053349410e-15 5.910907203271063759e-16 2.260627726005569013e-16 6.367871793865131089e-17
5.792851396730301956e-11 3.024491654751627870e-13 2.907927960357854792e-15 3.192288662390309084e-16 1.741236811752160948e-16 5.043109804250296034e-17
5.621410875146633996e-11 2.773913132455752292e-13 2.238398000160081385e-15 1.675842862351900199e-16 1.282634192241215396e-16 3.839160304655816849e-17
5.392023884175138746e-11 2.553406697598934026e-13 1.892518110401122931e-15 8.657967726726882851e-17 9.023080655241327107e-17 2.806338272100361169e-17
5.123553988332885608e-11 2.364296456927402263e-13 1.723740863948874914e-15 4.411703229810347031e-17 6.058489218062675063e-17 1.966436877416584572e-17
4.835517447945977860e-11 2.201603360824763119e-13 1.636121026071014621e-15 2.214632601897760850e-17 3.883363799845867932e-17 1.319456138268729165e-17
4.525110270994998641e-11 2.060852357511694989e-13 1.567573093961626320e-15 1.093936533611094028e-17 2.378326356482650968e-17 8.471037012434102119e-18
