2.796964143489051499e-23 6.732950044958276889e-24 3.097007304153169744e-24 1.366008119277775458e-24 7.028254008406501926e-25 3.756037116631776675e-25 1.669817355830735569e-25 6.548191049706537860e-26 1.905297128633499024e-26 7.434314369031701842e-27
2.574384438651792643e-23 5.610976716230448816e-24 2.604424314635299008e-24 1.185777714688307948e-24 6.214914370407727605e-25 3.369327776436235142e-25 1.519859022767682676e-25 5.994904813279222472e-26 1.786179917179967611e-26 6.961345257966476547e-27
2.316070156355533007e-23 4.407361303529436942e-24 2.065457240728810959e-24 9.799208884675259668e-25 5.263179818410303372e-25 2.907810501186593489e-25 1.337022055009499524e-25 5.314237188787709406e-26 1.649818039669922118e-26 6.437712140943724214e-27
2.044902095660376965e-23 3.238938786175224375e-24 1.528169637189523589e-24 7.643030801566116366e-25 4.239210656135229072e-25 2.401025753407566014e-25 1.132209296528228213e-25 4.545822700415214909e-26 1.501079661314014660e-26 5.876853973986378232e-27
1.789721058984627014e-23 2.240715943967489492e-24 1.049328773094003671e-24 5.589799132244910139e-25 3.227631774065691218e-25 1.886649166188336210e-25 9.190232636845926743e-26 3.738305981433872923e-26 1.346729929311588359e-26 5.301462971340321623e-27
1.571060228630480391e-23 1.499149487417594245e-24 6.733173539777149019e-25 3.833246349805063151e-25 2.317783689676779086e-25 1.406153903779193392e-25 7.124678272809867348e-26 2.944953295204982182e-26 1.193813957648851277e-26 4.735560854061957514e-27
1.393703252665572062e-23 1.010139953280736052e-24 4.104117842706494803e-25 2.483518646974052086e-25 1.574273564353307405e-25 9.942176584270404497e-26 5.267300275133040035e-26 2.218018558194421787e-26 1.048686746809049845e-26 4.201524206366925821e-27
1.252693144198822664e-23 7.135109938169086073e-25 2.416485872688708455e-25 1.539288519960562267e-25 1.019118193599656588e-25 6.694386110054643234e-26 3.715975257106596135e-26 1.596416144834188991e-26 9.162213146913185303e-27 3.715948031378574741e-27
1.140930406347402100e-23 5.422900299525233202e-25 1.388383552353050305e-25 9.222104199346013213e-26 6.340083452960958126e-26 4.315962178037409608e-26 2.507041661034500686e-26 1.099093454060359278e-26 7.992945665451952045e-27 3.287658498023550949e-27
1.052138386013225092e-23 4.462801886205916120e-25 7.805531124752942642e-26 5.366498963468774837e-26 3.809780062834486996e-26 2.675645937679781688e-26 1.621043290079603344e-26 7.247220955029059511e-27 6.986074838824045427e-27 2.916860492229421970e-27
9.794339431669555257e-24 3.923063174096434381e-25 4.290538650652545719e-26 3.035916232771632522e-26 2.215219683481820748e-26 1.598494380252482552e-26 1.005907295455348896e-26 4.580852807739828493e-27 6.127847332789840093e-27 2.595734801685037173e-27
9.178475659208443171e-24 3.604091759741159046e-25 2.301753432832098581e-26 1.668513119598430969e-26 1.246392215099530390e-26 9.208063409919732516e-27 5.993103414414196682e-27 2.776702333304710111e-27 5.384197700560436137e-27 2.309404610243762154e-27
8.636012578555615913e-24 3.434798083321591331e-25 1.189401715416585494e-26 8.805767241112409042e-27 6.715201703036644084e-27 5.067532001230985333e-27 3.401176480946454202e-27 1.602668315414312511e-27 4.706980152714356815e-27 2.041159426510048302e-27
7.920146692546920796e-24 3.323948780346567015e-25 5.203718928365927439e-27 3.962639198886408618e-27 3.112084611889421575e-27 2.423088109353839781e-27 1.701679501546716048e-27 8.229580021417996132e-28 4.058193463634766410e-27 1.780399116731002391e-27
7.035222429663056844e-24 3.198370377993906000e-25 2.078604871881058302e-27 1.632133680862675542e-27 1.326960509927066880e-27 1.074088246539164817e-27 7.967102942221878608e-28 3.981301546390380818e-28 3.437201991653289194e-27 1.529188255141175006e-27
6.130804250906683197e-24 3.062879601187776298e-25 8.658314551795882006e-28 7.029800071679460539e-28 5.935859154000693846e-28 5.008228422232393155e-28 3.924397328061728566e-28 2.024811428057470521e-28 2.866088485021951109e-27 1.294537245520402927e-27
5.215969960164816150e-24 2.885840033531077948e-25 3.910677409466755796e-28 3.302425771177642441e-28 2.907098938245468313e-28 2.555945503688418770e-28 2.105630893239983985e-28 1.115313976388686175e-28 2.356681041784264168e-27 1.081007827975994806e-27
4.315545422506547047e-24 2.650020095359627202e-25 1.943634202582531238e-28 1.709136733728199628e-28 1.563574765197863683e-28 1.421421677916167085e-28 1.214652518779346768e-28 6.545696994986458824e-29 1.914941192576945558e-27 8.915536889447048773e-28
3.465104546711938470e-24 2.352707350698436835e-25 1.048345617848363865e-28 9.551230199860625358e-29 9.003594329339617680e-29 8.377273294527297748e-29 7.323000894195075959e-29 3.985257045243854989e-29 1.540044834180481567e-27 7.270104920502560781e-28
2.699342269449163884e-24 2.008343616220226766e-25 6.038849634015993372e-29 5.653079374747474986e-29 5.437880775083240096e-29 5.131377451051306226e-29 4.539042932025214998e-29 2.481499441521416417e-29 1.227002581276833798e-27 5.865778441689154813e-28
