1.213547964592957598e-10 3.824906181628635486e-14 5.105649028061221900e-15 1.506212157321411042e-15 4.045401612033693205e-15 2.234692865923039349e-15 1.089526053441018662e-15 4.894600535815388128e-16 2.423147431740196894e-16 1.222709976969387362e-16 5.473526856346832743e-17 2.177582236118887649e-17 5.856630954832360233e-18 2.445318437311855666e-18
1.500497432125826015e-10 4.614814042745259106e-14 6.175896750401279170e-15 1.804769654276281258e-15 4.758735047800071051e-15 2.631599976304633558e-15 1.283200353141291024e-15 5.757916178650570580e-16 2.841369443165232953e-16 1.425193158677996735e-16 6.297009171166368608e-17 2.481416111960776281e-17 6.394365529665168587e-18 2.669096165764196302e-18
1.841318251981304380e-10 5.533538788457016590e-14 7.420732913100799675e-15 2.149004031795150490e-15 5.563597687308358809e-15 3.080464710837578496e-15 1.502687302986531207e-15 6.738269244887729784e-16 3.316922612470743703e-16 1.655783527044597761e-16 7.235233813020071869e-17 2.827714493803001770e-17 6.920785308880833794e-18 2.887811846440654807e-18
2.241420526468074787e-10 6.589863511855933326e-14 8.850095806704312632e-15 2.539701316121938481e-15 6.462413684638214341e-15 3.582322364094825270e-15 1.748598061642239992e-15 7.838232458229092186e-16 3.851192272423998630e-16 1.915138338484141745e-16 8.292064183773409470e-17 3.218620449052249019e-17 7.425836662557082438e-18 3.097321093300040879e-18
2.706128341178500028e-10 7.786300380777301036e-14 1.046048692957276503e-14 2.974346279142820371e-15 7.446394394414673778e-15 4.133092763806785334e-15 2.019147706731223594e-15 9.051980690098185860e-16 4.441827005607826384e-16 2.202693454904614216e-16 9.467208754016792156e-17 3.654449578107655146e-17 7.892076964650606884e-18 3.290648049957261998e-18
3.242892077768486756e-10 9.117403466970988744e-14 1.223659944318150146e-14 3.445644468814307448e-15 8.504646048457030449e-15 4.727272695056526918e-15 2.311856383098620709e-15 1.036900765544995805e-15 5.084042418956874466e-16 2.516025194592804457e-16 1.075310779987251339e-16 4.133064185224498634e-17 8.305983791118878740e-18 3.461552428654846014e-18
3.860506877700709934e-10 1.056392812284052231e-13 1.415648960052067096e-14 3.942291789125854636e-15 9.613349243613240948e-15 5.351764894605525293e-15 2.620538930675234144e-15 1.176244102324932251e-15 5.766140023926674719e-16 2.849772619801501278e-16 1.213077743868752157e-16 4.647678942272446182e-17 8.649963243536401183e-18 3.603490666465447618e-18
4.566913912272072664e-10 1.209127011478420746e-13 1.617383905002412368e-14 4.441292910127996924e-15 1.073669521545132742e-14 5.988899393438320524e-15 2.937402133557301175e-15 1.320181618127255641e-15 6.472173215589749084e-16 3.196302002152010504e-16 1.356654606388219499e-16 5.186011412126744201e-17 8.909551357453292548e-18 3.709644443597850171e-18
5.368115959143765146e-10 1.364030292553636990e-13 1.821124525789064778e-14 4.910624799920659558e-15 1.182392840706419568e-14 6.611336552504512376e-15 3.249566025070892950e-15 1.463002268770775731e-15 7.175864867150007980e-16 3.542895167916970008e-16 1.501295434978167923e-16 5.730251263112423089e-17 9.065018888626873931e-18 3.772744189253471257e-18
6.272802630915309284e-10 1.512691530027602967e-13 2.015286292180493281e-14 5.300570795429766609e-15 1.280589461618603449e-14 7.184770637187777214e-15 3.541521453860868822e-15 1.598173358055990232e-15 7.846394621071116364e-16 3.875345679526238579e-16 1.640779216196856613e-16 6.257022822065943773e-17 9.096277181811589642e-18 3.784136388802466908e-18
7.298392172148723041e-10 1.649765485042730710e-13 2.192103253869641040e-14 5.591163364895112369e-15 1.362418071697911821e-14 7.676008448119391247e-15 3.796755703714917753e-15 1.718363564351878911e-15 8.448388451476991657e-16 4.175457690481878181e-16 1.767438541924887808e-16 6.736776289598530407e-17 8.983083349363044996e-18 3.735429294494791232e-18
8.445368124953071756e-10 1.771416375091298865e-13 2.344350066729797302e-14 5.774194560626864399e-15 1.422899887738117120e-14 8.053600416966521845e-15 3.998718907884199934e-15 1.815863687511752069e-15 8.942795001409456793e-16 4.424413097363326177e-16 1.873481964180888366e-16 7.139870137165412160e-17 8.699788554477187929e-18 3.616565241953275274e-18
9.708797889469897297e-10 1.870360527632316930e-13 2.460908564689347925e-14 5.821320987675684763e-15 1.455571592129880084e-14 8.281038922389181564e-15 4.129635759971140078e-15 1.882571992999396853e-15 9.290000635696414465e-16 4.602237375392427036e-16 1.950343076161259946e-16 7.433443798416256130e-17 8.218248339039340368e-18 3.415896781874003558e-18
1.107562364295981967e-09 1.940074327078954088e-13 2.531547611415160931e-14 5.709033491472523819e-15 1.454722720653597059e-14 8.324330490127886213e-15 4.172435314124203929e-15 1.910728187398837779e-15 9.452106936885251576e-16 4.690490897102543138e-16 1.990224864086832155e-16 7.588874404575578968e-17 7.610344108942014907e-18 3.163338253381853404e-18
1.243945283841697972e-09 1.975422878344876434e-13 2.548941218587368058e-14 5.426777885914037931e-15 1.416593404964031205e-14 8.160947025844575741e-15 4.115808459580925137e-15 1.895243173441057248e-15 9.404156825001520463e-16 4.677557685307916321e-16 1.988745115383312409e-16 7.588082581384898580e-17 7.015711376086350054e-18 2.915635774810353001e-18
1.366443395347333568e-09 1.973828013538163918e-13 2.509829143645546491e-14 4.978769313577882943e-15 1.339787265875986927e-14 7.782040664164702416e-15 3.953470151445465236e-15 1.833189375563661458e-15 9.131377995294483011e-16 4.554754421976941930e-16 1.941619376283053960e-16 7.416508569679014125e-17 6.474474770072685242e-18 2.686246764580160107e-18
1.469823866151845434e-09 1.936357373282810954e-13 2.416238417047844692e-14 4.387309410254776039e-15 1.225654600868662220e-14 7.192787968025219494e-15 3.687047767584714033e-15 1.725113116903290004e-15 8.637113525089889122e-16 4.324881620626320834e-16 1.849856077771356628e-16 7.076792323114058735e-17 5.998352965610286974e-18 2.474042230098259120e-18
1.550496950402623785e-09 1.867205704027186639e-13 2.277237070142669870e-14 3.695151299965106971e-15 1.079089682798640578e-14 6.418521182130833806e-15 3.328232477343161431e-15 1.575315269583507466e-15 7.939771596682413459e-16 3.996617760305918441e-16 1.717576799851414627e-16 6.584088623500099481e-17 5.576288185416946939e-18 2.283611636704039044e-18
1.606340697709513798e-09 1.772805566021540673e-13 2.105092180445118924e-14 2.959558561068893290e-15 9.080362091173779584e-15 5.498572022586817060e-15 2.895005454334346261e-15 1.390741847520423862e-15 7.075924184220807617e-16 3.587038061023942599e-16 1.551896032262415071e-16 5.965283303563524888e-17 5.167974395363311585e-18 2.110425985978508526e-18
1.637861941778930206e-09 1.660830730427536418e-13 1.914699546289704804e-14 2.253379505590860008e-15 7.243199609704348255e-15 4.491798885014229811e-15 2.413835305857247898e-15 1.182475822361784865e-15 6.092076763375549001e-16 3.118743159334380460e-16 1.361803867534511338e-16 5.254893698945896453e-17 4.758839872391049826e-18 1.944557192153650374e-18
1.646371176659441494e-09 1.540446297276553826e-13 1.726293062758210163e-14 1.664755533047655120e-15 5.432627028861050344e-15 3.474724683115181869e-15 1.917773612201071554e-15 9.639244888762550902e-16 5.047121653797645184e-16 2.619344399641854562e-16 1.158097242529403437e-16 4.493574738818653900e-17 4.355090969981637561e-18 1.784526763800018035e-18
1.634454179347971868e-09 1.419804569729613612e-13 1.555134801997667587e-14 1.246800295984131404e-15 3.814577014551928087e-15 2.532727205512721870e-15 1.444765103262472818e-15 7.499817334804666348e-16 4.007717183772234720e-16 2.115963544034652249e-16 9.521791011922212999e-17 3.722428313210099609e-17 3.967896409184717569e-18 1.633285678049096763e-18
1.604466946894095207e-09 1.304686880827939760e-13 1.406582060162538493e-14 9.913050851091691068e-16 2.510093907364822191e-15 1.737150443626688374e-15 1.029484838313822075e-15 5.551823546733011947e-16 3.042499086264282232e-16 1.640617037145860731e-16 7.545029212280941954e-17 2.979755185333597080e-17 3.609929560584155247e-18 1.493785216888559378e-18
1.560735148306425900e-09 1.199200666078511121e-13 1.280313848009219052e-14 8.531659790588607888e-16 1.559994993826022349e-15 1.125320042216646196e-15 6.944561402098738333e-16 3.905082488469699664e-16 2.203264130179937819e-16 1.218398135365012871e-16 5.751616270671728668e-17 2.299054542689197936e-17 3.286839559713149859e-18 1.366584548073417151e-18
1.507851126366526015e-09 1.105325769492638051e-13 1.174927865545703301e-14 7.848917768567727728e-16 9.258844976542792511e-16 6.932219871838232560e-16 4.451086758589601609e-16 2.612073191049753259e-16 1.521036366164060284e-16 8.653857648201225754e-17 4.212987736358214548e-17 1.708315194501553254e-17 2.995991771469191838e-18 1.250170953572450582e-18
1.449533095300235845e-09 1.024359149790003211e-13 1.088363999657197603e-14 7.547181908359982980e-16 5.296284190376367099e-16 4.088694344032247322e-16 2.722551237233538079e-16 1.664434620536052991e-16 1.001302300293226205e-16 5.874596993080675824e-17 2.961892504781354713e-17 1.221319208293661230e-17 2.731071048102487315e-18 1.141633038366070076e-18
1.389145796439993532e-09 9.567593959552091213e-14 1.015485256211445337e-14 7.413715255660637840e-16 2.935664623662972979e-16 2.321875026923506053e-16 1.595645833791480934e-16 1.012716867403556640e-16 6.293023025338139751e-17 3.812151951944601048e-17 1.997971879081266936e-17 8.396753141596421494e-18 2.481497771194324581e-18 1.039585174246944246e-18
1.327237799846509380e-09 9.005385630474139031e-14 9.520407034558225429e-15 7.310000255839687227e-16 1.581535462961052158e-16 1.274736961043412255e-16 8.996351245821797733e-17 5.899741235580127492e-17 3.782811808549712111e-17 2.367020365794653436e-17 1.293625760179916046e-17 5.553214785166155711e-18 2.244484767460906130e-18 9.431188064203138836e-19
1.264376142933413547e-09 8.447220010553164123e-14 8.965711575532769845e-15 7.299639046178564700e-16 8.212466613833929207e-17 6.720806337117199836e-17 4.852566102284066898e-17 3.273862527458092703e-17 2.163033876178864217e-17 1.398928616779187074e-17 8.009781655702944300e-18 3.522649540776688331e-18 2.017464113526579195e-18 8.511536078883423569e-19
1.200814061230338935e-09 7.481023631242976932e-14 8.287678061935979990e-15 7.350961097973444574e-16 3.620144259920666738e-17 3.018725069681031560e-17 2.249051733950895031e-17 1.577482940110478279e-17 1.090090658218855136e-17 7.421648219054854641e-18 4.570776104756057970e-18 2.084636375087160872e-18 1.797871695164544952e-18 7.626686097157287682e-19
1.138700875380836722e-09 6.226815758006274573e-14 7.477194719267246294e-15 7.290375237582335995e-16 1.472838154418648585e-17 1.251137193313579156e-17 9.657730214170487833e-18 7.073398214479678967e-18 5.150772798176761025e-18 3.726029057080231509e-18 2.508258433161589100e-18 1.194726100819429973e-18 1.585224681505188709e-18 6.772712610868640010e-19
1.078757351959490873e-09 5.021619942250855785e-14 6.626369468909232293e-15 7.160378971888888186e-16 6.321805397072919788e-18 5.470812157374434639e-18 4.387145950517646065e-18 3.362307533897962857e-18 2.582716184350246953e-18 1.980578948574200273e-18 1.445305191877114714e-18 7.142870091937402422e-19 1.381341974472067280e-18 5.953644882461955573e-19
1.020404505062885394e-09 3.924491082526459380e-14 5.734792345619509647e-15 6.901559003119935075e-16 2.947465334148596576e-18 2.610976992566316278e-18 2.190165101564742467e-18 1.763890259417782456e-18 1.429526473860905691e-18 1.156368382895776303e-18 8.969526306106747165e-19 4.525747164258601290e-19 1.187801271292428493e-18 5.173329942444807576e-19
9.629731226230123425e-10 2.981119161831431593e-14 4.820208201649874001e-15 6.464302921341419720e-16 1.510213095445617588e-18 1.376578510941811559e-18 1.209398213837697802e-18 1.022871662080248682e-18 8.675963342268654837e-19 7.260670086582636804e-19 5.749284030337490587e-19 2.922859918250555034e-19 1.006639669001518459e-18 4.437067885156219530e-19
9.066261324659823925e-10 2.209001163680593838e-14 3.921889860211284895e-15 5.830567228746654939e-16 8.395426737375765588e-19 7.878689018750234260e-19 7.196708189722065122e-19 6.344882123246938348e-19 5.499606584114320386e-19 4.646342539838116598e-19 3.722625121239574595e-19 1.903543343917078947e-19 8.403844464053911148e-19 3.751615281279342734e-19
8.513040060024587384e-10 1.601598824617528567e-14 3.086359412588435677e-15 5.031374530276717143e-16 4.980552312367698992e-19 4.795088063773807523e-19 4.504330271830129964e-19 4.043037349107983999e-19 3.526992312346485172e-19 3.000667093600171105e-19 2.425468356826970160e-19 1.246011600730957729e-19 6.906692065551371304e-19 3.125226962148342708e-19
7.974573022468618287e-10 1.139648629517202986e-14 2.353336529456584813e-15 4.143135173786520701e-16 3.082149384315790570e-19 3.024633795068258553e-19 2.877922032932597357e-19 2.594598032977768408e-19 2.274746665504452391e-19 1.945939393418975834e-19 1.583593970231023999e-19 8.165884005510706707e-20 5.582930989041129524e-19 2.561951946547327459e-19
7.451040255801956304e-10 7.976236321266110992e-15 1.743120840499201889e-15 3.260437018657081483e-16 1.953689344539221492e-19 1.936858606340746996e-19 1.846366840812491975e-19 1.670075187177378909e-19 1.469819694436772671e-19 1.262733866672413791e-19 1.032981449603535550e-19 5.343157774894594099e-20 4.435890758049015823e-19 2.064703798829002135e-19
6.944512332345191948e-10 5.506089842002113525e-15 1.258865425837126687e-15 2.462646974905430116e-16 1.252225855695983690e-19 1.243384392506632163e-19 1.186533555086816133e-19 1.075854400355267634e-19 9.495741416979318613e-20 8.184346932317226273e-20 6.721583627344755645e-20 3.485353492260188758e-20 3.464400411705606190e-19 1.635296135811867509e-19
6.471965498885963851e-10 3.757647200541647224e-15 8.900102108038648444e-16 1.796401971348499788e-16 8.042724008468853129e-20 7.988762946778697328e-20 7.629261646947847976e-20 6.929695632350193395e-20 6.129166930811887082e-20 5.295335275254442779e-20 4.361622338438237749e-20 2.266005193079981253e-20 2.659883686400957358e-19 1.272550837117416391e-19
6.056379983862354270e-10 2.542000761391796515e-15 6.190315496236249365e-16 1.274995122773709935e-16 5.168170468591767032e-20 5.134764475131010358e-20 4.906258608835737425e-20 4.461717931014433965e-20 3.952007312239556865e-20 3.420138414176024536e-20 2.822956230603560863e-20 1.468736767002029925e-20 2.009033789499000169e-19 9.733645589827006220e-20
5.686808020002132885e-10 1.709472981908004859e-15 4.259760604831818808e-16 8.877626710635974342e-17 3.320571676307490487e-20 3.299646161789747855e-20 3.153927252934768077e-20 2.870452234334168142e-20 2.545038313435169435e-20 2.205103706524719937e-20 1.822705530451762038e-20 9.492888554141366165e-21 1.493922039562576079e-19 7.322576200121287477e-20
5.316253999877353262e-10 1.148562101865986857e-15 2.925191232872712801e-16 6.128567851191599298e-17 2.120172793038565458e-20 2.107052034649253842e-20 2.014490173429435999e-20 1.834435100960669408e-20 1.627558039640659735e-20 1.411265953363245071e-20 1.167670400886540136e-20 6.085609886417536071e-21 1.094032028393630406e-19 5.420686484288917144e-20
4.903344409186251504e-10 8.033948261023367201e-16 2.122414497240483535e-16 4.453286240125307466e-17 1.388580699563999002e-20 1.380082777051263596e-20 1.319649673924607061e-20 1.202105665977892515e-20 1.066981665014259615e-20 9.256392750170658574e-21 7.663325160594880822e-21 3.995698288982378068e-21 8.012153624016136257e-20 4.003681011968164591e-20
4.389985360848610965e-10 4.887542761969841327e-16 1.344610854679203614e-16 2.807215745874434874e-17 9.357876583148080727e-21 9.301045959432703185e-21 8.894674521319800208e-21 8.104337813391445018e-21 7.195347553346362897e-21 6.244245439670259608e-21 5.171690398919282554e-21 2.697295815038729079e-21 5.886633368934850361e-20 2.959673981156135456e-20
3.690892528485527073e-10 2.933055627744079161e-16 8.372421622544513921e-17 1.725397441422299237e-17 6.328918972578330356e-21 6.290717957672443261e-21 6.016382006735448169e-21 5.482754514351360734e-21 4.868863940649987145e-21 4.226242831930464208e-21 3.501316132573431386e-21 1.826490310032841856e-21 4.280990715224324504e-20 2.162840955579621992e-20
2.904071115017682522e-10 1.745774932837281588e-16 5.173198073482083859e-17 1.040438311334260782e-17 4.294656907356400980e-21 4.268858935103869718e-21 4.082913876064456565e-21 3.721253617081215604e-21 3.305061171085394967e-21 2.869338973667161437e-21 2.377620320975419322e-21 1.240480328752533007e-21 3.068887603267802532e-20 1.555899251007961792e-20
2.019388271882139406e-10 1.030889671289131898e-16 3.181481153576302855e-17 6.130762994817793325e-18 2.925501590695725503e-21 2.907979979935187007e-21 2.781424762488443944e-21 2.535272525953863432e-21 2.251973784439536297e-21 1.955334405285627834e-21 1.620527015732302097e-21 8.455731246300306313e-22 2.142140314242675927e-20 1.087672574269018109e-20
1.039961874905287973e-10 6.003624840251571526e-17 1.912078893867160971e-17 3.518920666533066705e-18 1.763375636421436845e-21 1.752855619924597887e-21 1.676676482237273385e-21 1.528472627963053150e-21 1.357864751333924963e-21 1.179183789507806504e-21 9.774618721260120702e-22 5.100968087414862889e-22 1.283492577881378057e-20 6.514925235436366033e-21
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
