4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.357999999999999808e-12 9.299999999999999897e-08 0.000000000000000000e+00 0.000000000000000000e+00 4.320000000000000075e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
